Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,group
1.0544717017577718,41,45,11,1,0,1,1,2,3,1,1,1.6722222222222223,24,1
0.9197411628356164,41,45,11,1,0,1,1,3,3,1,1,9.313888888888888,24,1
1.0033803361019866,41,45,11,1,0,1,1,4,3,1,1,13.08611111111111,24,1
1.0203785976434199,41,45,11,1,0,1,1,5,3,1,1,14.875,24,1
1.0269461077844282,41,45,11,1,0,1,1,6,3,1,1,15.983333333333334,24,1
1.0285879853196802,41,45,11,1,0,1,1,7,3,1,1,18.724999999999998,24,1
1.0297469576975051,41,45,11,1,0,1,1,8,3,1,1,21.505555555555556,24,1
1.0169982615414304,41,45,11,1,0,1,1,9,3,1,1,26.366666666666664,24,1
1.02269654239907,41,45,11,1,0,1,1,10,3,1,1,28.13611111111111,24,1
1.0186401390766824,41,45,11,1,0,1,1,11,3,1,1,31.88888888888889,24,1
1.0460691520185406,41,45,11,1,0,1,1,12,3,1,1,34.55277777777778,24,1
0.9959435966776096,41,45,11,1,0,1,1,13,3,1,1,39.355555555555554,24,1
0.9959435966776096,41,45,21,1,100,1,1,1,3,1,1,40.4,24,1
0.8770523469190625,41,45,21,1,100,1,1,2,3,1,1,41.13055555555555,24,1
0.7797952482132486,41,45,21,1,100,1,1,3,3,1,1,44.96111111111111,24,1
0.7465713733822655,41,45,21,1,100,1,1,4,3,1,1,46.71111111111111,24,1
0.7051381108750221,41,45,21,1,100,1,1,5,3,1,1,50.56111111111111,24,1
0.6725903032644369,41,45,21,1,100,1,1,6,3,1,1,53.36111111111111,24,1
0.6486382074560538,41,45,21,1,100,1,1,7,3,1,1,57.269444444444446,24,1
0.6376279698667164,41,45,21,1,100,1,1,8,3,1,1,61.080555555555556,24,1
0.6344407958276976,41,45,21,1,100,1,1,9,3,1,1,63.78333333333333,24,1
0.5994784624299769,41,45,21,1,100,1,1,10,3,1,1,66.48611111111111,24,1
0.5705041529843522,41,45,21,1,100,1,1,11,3,1,1,71.32777777777778,24,1
0.5420127486961545,41,45,21,1,100,1,1,12,3,1,1,73.99166666666667,24,1
0.5256905543751191,41,45,21,1,100,1,1,13,3,1,1,76.75277777777778,24,1
0.5339965230828649,41,45,21,1,100,1,1,14,3,1,1,79.53333333333333,24,1
1.0310991355113952,41,45,11,2,0,1,1,2,3,1,3,1.6722222222222223,24,2
1.044010328954754,41,45,11,2,0,1,1,3,3,1,3,9.313888888888888,24,2
1.0422139889974176,41,45,11,2,0,1,1,4,3,1,3,13.08611111111111,24,2
1.0406421915347477,41,45,11,2,0,1,1,5,3,1,3,14.875,24,2
1.0464802963960926,41,45,11,2,0,1,1,6,3,1,3,15.983333333333334,24,2
1.0378354103514087,41,45,11,2,0,1,1,7,3,1,3,18.724999999999998,24,2
1.0162793308633655,41,45,11,2,0,1,1,8,3,1,3,21.505555555555556,24,2
1.0105534972493542,41,45,11,2,0,1,1,9,3,1,3,26.366666666666664,24,2
1.0198720107780395,41,45,11,2,0,1,1,10,3,1,3,28.13611111111111,24,2
1.0212192657460422,41,45,11,2,0,1,1,11,3,1,3,31.88888888888889,24,2
1.0249242169080495,41,45,11,2,0,1,1,12,3,1,3,34.55277777777778,24,2
1.0097675985180192,41,45,11,2,0,1,1,13,3,1,3,39.355555555555554,24,2
1.0097675985180192,41,45,21,2,100,1,1,1,3,1,3,40.4,24,2
0.9138879532951609,41,45,21,2,100,1,1,2,3,1,3,41.13055555555555,24,2
0.818120579319636,41,45,21,2,100,1,1,3,3,1,3,44.96111111111111,24,2
0.7862355450769056,41,45,21,2,100,1,1,4,3,1,3,46.71111111111111,24,2
0.7495228471988322,41,45,21,2,100,1,1,5,3,1,3,50.56111111111111,24,2
0.7082070281800829,41,45,21,2,100,1,1,6,3,1,3,53.36111111111111,24,2
0.7004603121140675,41,45,21,2,100,1,1,7,3,1,3,57.269444444444446,24,2
0.6856405074660378,41,45,21,2,100,1,1,8,3,1,3,61.080555555555556,24,2
0.5844841136185022,41,45,21,2,100,1,1,9,3,1,3,63.78333333333333,24,2
0.6513977770293027,41,45,21,2,100,1,1,10,3,1,3,66.48611111111111,24,2
0.5951498821151902,41,45,21,2,100,1,1,11,3,1,3,71.32777777777778,24,2
0.586841809812507,41,45,21,2,100,1,1,12,3,1,3,73.99166666666667,24,2
0.5346356798024025,41,45,21,2,100,1,1,13,3,1,3,76.75277777777778,24,2
0.5314920848770629,41,45,21,2,100,1,1,14,3,1,3,79.53333333333333,24,2
1.0439523381294962,41,45,11,3,0,1,1,2,3,1,5,1.6722222222222223,24,3
1.1085881294964026,41,45,11,3,0,1,1,4,3,1,5,13.08611111111111,24,3
0.9851618705035968,41,45,11,3,0,1,1,5,3,1,5,14.875,24,3
0.9629046762589925,41,45,11,3,0,1,1,6,3,1,5,15.983333333333334,24,3
0.9533498201438845,41,45,11,3,0,1,1,7,3,1,5,18.724999999999998,24,3
0.9381744604316543,41,45,11,3,0,1,1,8,3,1,5,21.505555555555556,24,3
0.9446942446043163,41,45,11,3,0,1,1,9,3,1,5,26.366666666666664,24,3
0.9349145683453235,41,45,11,3,0,1,1,10,3,1,5,28.13611111111111,24,3
0.9123201438848918,41,45,11,3,0,1,1,11,3,1,5,31.88888888888889,24,3
0.9959532374100716,41,45,11,3,0,1,1,12,3,1,5,34.55277777777778,24,3
0.9656025179856113,41,45,11,3,0,1,1,13,3,1,5,39.355555555555554,24,3
0.9656025179856113,41,45,21,3,100,1,1,1,3,1,5,40.4,24,3
0.8313848920863307,41,45,21,3,100,1,1,2,3,1,5,41.13055555555555,24,3
0.7591052158273379,41,45,21,3,100,1,1,3,3,1,5,44.96111111111111,24,3
0.7426933453237408,41,45,21,3,100,1,1,4,3,1,5,46.71111111111111,24,3
0.6728866906474817,41,45,21,3,100,1,1,5,3,1,5,50.56111111111111,24,3
0.6314073741007192,41,45,21,3,100,1,1,6,3,1,5,53.36111111111111,24,3
0.6034172661870502,41,45,21,3,100,1,1,7,3,1,5,57.269444444444446,24,3
0.5975719424460431,41,45,21,3,100,1,1,8,3,1,5,61.080555555555556,24,3
0.5358588129496401,41,45,21,3,100,1,1,10,3,1,5,66.48611111111111,24,3
0.48538669064748186,41,45,21,3,100,1,1,11,3,1,5,71.32777777777778,24,3
0.43907374100719415,41,45,21,3,100,1,1,12,3,1,5,73.99166666666667,24,3
0.829858593183467,41,45,11,4,0,1,1,2,3,1,7,1.6722222222222223,24,4
0.8729151559100801,41,45,11,4,0,1,1,3,3,1,7,9.313888888888888,24,4
0.8990210297316903,41,45,11,4,0,1,1,4,3,1,7,13.08611111111111,24,4
0.9118926758520675,41,45,11,4,0,1,1,5,3,1,7,14.875,24,4
0.9399927483683835,41,45,11,4,0,1,1,6,3,1,7,15.983333333333334,24,4
0.9700870195794061,41,45,11,4,0,1,1,7,3,1,7,18.724999999999998,24,4
0.9582124728063823,41,45,11,4,0,1,1,8,3,1,7,21.505555555555556,24,4
0.9837744742567085,41,45,11,4,0,1,1,9,3,1,7,26.366666666666664,24,4
1.0012690355329958,41,45,11,4,0,1,1,10,3,1,7,28.13611111111111,24,4
0.9854060913705591,41,45,11,4,0,1,1,11,3,1,7,31.88888888888889,24,4
1.009064539521393,41,45,11,4,0,1,1,12,3,1,7,34.55277777777778,24,4
1.017585206671502,41,45,11,4,0,1,1,13,3,1,7,39.355555555555554,24,4
1.017585206671502,41,45,21,4,100,1,1,1,3,1,7,40.4,24,4
0.93147208121827485,41,45,21,4,100,1,1,2,3,1,7,41.13055555555555,24,4
0.8805293691080501,41,45,21,4,100,1,1,3,3,1,7,44.96111111111111,24,4
0.8201595358955772,41,45,21,4,100,1,1,4,3,1,7,46.71111111111111,24,4
0.6918056562726619,41,45,21,4,100,1,1,5,3,1,7,50.56111111111111,24,4
0.7446519216823791,41,45,21,4,100,1,1,6,3,1,7,53.36111111111111,24,4
