Modulus,Temp,Strain,UV,Time,Intensity,Dose,Run
0.833837846,41,11,0.7210772190162132,2,26.240000000000002,4.534272,25
0.83767092,41,11,0.7210772190162132,2.1,26.240000000000002,4.760985600000001,25
0.75599101,41,11,0.7210772190162132,4.8,26.240000000000002,10.882252800000002,25
0.736721583,41,11,0.7210772190162132,10.8,26.240000000000002,24.485068800000004,25
0.730005039,41,11,0.7210772190162132,11.5,26.240000000000002,26.072064000000005,25
0.666218201,41,11,0.7210772190162132,16.5,26.240000000000002,37.407744,25
0.658904319,41,11,0.7210772190162132,20.7,26.240000000000002,46.9297152,25
0.636044948,41,11,0.7210772190162132,23.2,26.240000000000002,52.5975552,25
0.617011629,41,11,0.7210772190162132,26,26.240000000000002,58.945536,25
0.607920147,41,11,0.7210772190162132,29.9,26.240000000000002,67.7873664,25
0.609097358,41,11,0.7210772190162132,31.6,26.240000000000002,71.6414976,25
0.532911408,41,11,0.7210772190162132,38.3,26.240000000000002,86.83130879999999,25
0.499058481,41,11,0.7210772190162132,43.2,26.240000000000002,97.94027520000002,25
0.454875039,41,11,0.7210772190162132,51.6,26.240000000000002,116.98421760000001,25
0.866810068,41,11,0.7210772190162132,2,26.240000000000002,4.534272,26
0.817983925,41,11,0.7210772190162132,2.1,26.240000000000002,4.760985600000001,26
0.767075898,41,11,0.7210772190162132,4.8,26.240000000000002,10.882252800000002,26
0.741826927,41,11,0.7210772190162132,10.8,26.240000000000002,24.485068800000004,26
0.735362763,41,11,0.7210772190162132,11.5,26.240000000000002,26.072064000000005,26
0.64741181,41,11,0.7210772190162132,16.5,26.240000000000002,37.407744,26
0.630008899,41,11,0.7210772190162132,20.7,26.240000000000002,46.9297152,26
0.588358118,41,11,0.7210772190162132,23.2,26.240000000000002,52.5975552,26
0.575306782,41,11,0.7210772190162132,26,26.240000000000002,58.945536,26
0.565205159,41,11,0.7210772190162132,29.9,26.240000000000002,67.7873664,26
0.546140338,41,11,0.7210772190162132,31.6,26.240000000000002,71.6414976,26
0.438864424,41,11,0.7210772190162132,38.3,26.240000000000002,86.83130879999999,26
