Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,group
1.041504462,51,45,11,1,0,1,1,2,7,7,25,1.7,25,1
1.027778454,51,45,11,1,0,1,1,3,7,7,25,9.3,25,1
1.05448556,51,45,11,1,0,1,1,4,7,7,25,13.1,25,1
1.047002516,51,45,11,1,0,1,1,5,7,7,25,14.9,25,1
1.126389853,51,45,11,1,0,1,1,6,7,7,25,16,25,1
1.093396833,51,45,11,1,0,1,1,7,7,7,25,18.7,25,1
0.971351525,51,45,11,1,0,1,1,8,7,7,25,21.5,25,1
0.95492917,51,45,11,1,0,1,1,9,7,7,25,26.4,25,1
0.948170521,51,45,11,1,0,1,1,10,7,7,25,28.1,25,1
0.952872564999999,51,45,11,1,0,1,1,11,7,7,25,31.9,25,1
0.993105694,51,45,11,1,0,1,1,12,7,7,25,34.6,25,1
0.938863357,51,45,11,1,0,1,1,13,7,7,25,39.4,25,1
0.9388633565537079,51,45,11,1,50,1,1,1,7,7,25,40.4,25,1
0.9123762724597253,51,45,11,1,50,1,1,2,7,7,25,41.44166666666666,25,1
0.8312263644279018,51,45,11,1,50,1,1,3,7,7,25,44.202777777777776,25,1
0.8054532248876449,51,45,11,1,50,1,1,4,7,7,25,50.15277777777778,25,1
0.6963581445763127,51,45,11,1,50,1,1,5,7,7,25,50.891666666666666,25,1
0.6769645842468953,51,45,11,1,50,1,1,6,7,7,25,55.849999999999994,25,1
0.6448844391532677,51,45,11,1,50,1,1,7,7,7,25,60.147222222222226,25,1
0.6060360575074811,51,45,11,1,50,1,1,8,7,7,25,62.61666666666667,25,1
0.5679855067434061,51,45,11,1,50,1,1,9,7,7,25,65.41666666666666,25,1
0.49782259853575683,51,45,11,1,50,1,1,10,7,7,25,69.26666666666667,25,1
0.4083926785163374,51,45,11,1,50,1,1,11,7,7,25,71.03611111111111,25,1
0.38584134919126867,51,45,11,1,50,1,1,12,7,7,25,77.725,25,1
0.31062225248308367,51,45,11,1,50,1,1,13,7,7,25,82.625,25,1
0.979554273,51,45,11,2,0,1,1,2,7,7,27,1.7,25,2
0.946521688,51,45,11,2,0,1,1,4,7,7,27,13.1,25,2
0.935488020999999,51,45,11,2,0,1,1,5,7,7,27,14.9,25,2
0.931272111,51,45,11,2,0,1,1,6,7,7,27,16,25,2
0.956826319,51,45,11,2,0,1,1,7,7,7,27,18.7,25,2
0.964868953999999,51,45,11,2,0,1,1,8,7,7,27,21.5,25,2
0.959254513999999,51,45,11,2,0,1,1,9,7,7,27,26.4,25,2
0.951572581,51,45,11,2,0,1,1,10,7,7,27,28.1,25,2
0.974115437,51,45,11,2,0,1,1,11,7,7,27,31.9,25,2
0.998076877,51,45,11,2,0,1,1,12,7,7,27,34.6,25,2
0.93714867,51,45,11,2,0,1,1,13,7,7,27,39.4,25,2
0.9371486704603231,51,45,11,2,50,1,1,1,7,7,27,40.4,25,2
0.8939364791755586,51,45,11,2,50,1,1,2,7,7,27,41.44166666666666,25,2
0.8117757453843008,51,45,11,2,50,1,1,3,7,7,27,44.202777777777776,25,2
0.7739539419451645,51,45,11,2,50,1,1,4,7,7,27,50.15277777777778,25,2
0.6552635431853051,51,45,11,2,50,1,1,5,7,7,27,50.891666666666666,25,2
0.6064762207301178,51,45,11,2,50,1,1,6,7,7,27,55.849999999999994,25,2
0.5420615828829365,51,45,11,2,50,1,1,7,7,7,27,60.147222222222226,25,2
0.46944805047876204,51,45,11,2,50,1,1,8,7,7,27,62.61666666666667,25,2
