Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,group
0.8338378457601227,41,45,11,1,50,1,1,2,3,1,1,1.6722222222222223,20,1
0.8376709203916447,41,45,11,1,50,1,1,3,3,1,1,9.313888888888888,20,1
0.7559910099849935,41,45,11,1,50,1,1,4,3,1,1,13.08611111111111,20,1
0.7367215831608269,41,45,11,1,50,1,1,5,3,1,1,14.875,20,1
0.69253,41,45,11,1,50,1,1,6,3,1,1,15.983333333333334,20,1
0.6662182009084089,41,45,11,1,50,1,1,7,3,1,1,18.724999999999998,20,1
0.6589043185875612,41,45,11,1,50,1,1,8,3,1,1,21.505555555555556,20,1
0.6404952289176042,41,45,11,1,50,1,1,9,3,1,1,26.366666666666664,20,1
0.6230873092507314,41,45,11,1,50,1,1,10,3,1,1,28.13611111111111,20,1
0.6117483243062618,41,45,11,1,50,1,1,11,3,1,1,31.88888888888889,20,1
0.6128808089276198,41,45,11,1,50,1,1,12,3,1,1,34.55277777777778,20,1
0.5690115613234186,41,45,11,1,50,1,1,13,3,1,1,39.355555555555554,20,1
0.5046879133903854,41,45,11,1,50,1,1,13,3,1,1,41.105555555555554,20,1
0.45794591593517214,51,45,11,1,50,1,1,1,7,7,17,44,20,1
0.39618239480345263,51,45,11,1,50,1,1,2,7,7,17,45.85833333333333,20,1
0.40292897209855455,51,45,11,1,50,1,1,3,7,7,17,46.53055555555555,20,1
0.3885250244909618,51,45,11,1,50,1,1,4,7,7,17,54.17222222222222,20,1
0.3323353976804534,51,45,11,1,50,1,1,5,7,7,17,57.944444444444436,20,1
0.2838935181681306,51,45,11,1,50,1,1,6,7,7,17,59.73333333333333,20,1
0.2905593291181433,51,45,11,1,50,1,1,1,7,7,19,60.85833333333333,20,1
0.8668100677912209,41,45,11,2,50,1,1,2,3,1,3,1.6722222222222223,20,2
0.8179839251094252,41,45,11,2,50,1,1,3,3,1,3,9.313888888888888,20,2
0.767075897986909,41,45,11,2,50,1,1,4,3,1,3,13.08611111111111,20,2
0.7418269270617098,41,45,11,2,50,1,1,5,3,1,3,14.875,20,2
0.7353627625242717,41,45,11,2,50,1,1,6,3,1,3,15.983333333333334,20,2
0.6474118100037449,41,45,11,2,50,1,1,7,3,1,3,18.724999999999998,20,2
0.6300088986808704,41,45,11,2,50,1,1,8,3,1,3,21.505555555555556,20,2
0.5931218508954815,41,45,11,2,50,1,1,9,3,1,3,26.366666666666664,20,2
0.5778015775002769,41,45,11,2,50,1,1,10,3,1,3,28.13611111111111,20,2
0.5692654180383269,41,45,11,2,50,1,1,11,3,1,3,31.88888888888889,20,2
0.5505632126573752,41,45,11,2,50,1,1,12,3,1,3,34.55277777777778,20,2
0.4827885685480985,41,45,11,2,50,1,1,13,3,1,3,39.355555555555554,20,2
0.3814241355432604,41,45,11,2,50,1,1,13,3,1,3,41.105555555555554,20,2
0.3184843346295821,51,45,11,2,50,1,1,2,7,7,19,44,20,2
0.2639568387605743,51,45,11,2,50,1,1,3,7,7,19,45.85833333333333,20,2
0.2589354133591729,51,45,11,2,50,1,1,4,7,7,19,46.53055555555555,20,2
0.19127350973467466,51,45,11,2,50,1,1,5,7,7,19,54.17222222222222,20,2
0.18113911026754062,51,45,11,2,50,1,1,6,7,7,19,57.944444444444436,20,2
0.12115881771869771,51,45,11,2,50,1,1,1,7,7,21,59.73333333333333,20,2
0.10906563474117348,51,45,11,2,50,1,1,2,7,7,21,60.85833333333333,20,2
0.8621492024246495,41,45,11,3,50,1,1,2,3,1,5,1.6722222222222223,20,3
0.8580512865068453,41,45,11,3,50,1,1,3,3,1,5,9.313888888888888,20,3
0.7846079908256695,41,45,11,3,50,1,1,4,3,1,5,13.08611111111111,20,3
0.7597884528497737,41,45,11,3,50,1,1,5,3,1,5,14.875,20,3
0.758338452306752,41,45,11,3,50,1,1,6,3,1,5,15.983333333333334,20,3
0.684314962156681,41,45,11,3,50,1,1,7,3,1,5,18.724999999999998,20,3
0.6698663451271478,41,45,11,3,50,1,1,8,3,1,5,21.505555555555556,20,3
0.6634970089213618,41,45,11,3,50,1,1,9,3,1,5,26.366666666666664,20,3
0.637681931052483,41,45,11,3,50,1,1,10,3,1,5,28.13611111111111,20,3
0.6348494765755865,41,45,11,3,50,1,1,11,3,1,5,31.88888888888889,20,3
0.6273787333077097,41,45,11,3,50,1,1,12,3,1,5,34.55277777777778,20,3
0.5732067942529402,41,45,11,3,50,1,1,13,3,1,5,39.355555555555554,20,3
0.5282259620380994,41,45,11,3,50,1,1,13,3,1,5,41.105555555555554,20,3
0.48888054783920154,51,45,11,3,50,1,1,2,7,7,21,44,20,3
0.43582944101516635,51,45,11,3,50,1,1,3,7,7,21,45.85833333333333,20,3
0.430504649105078,51,45,11,3,50,1,1,4,7,7,21,46.53055555555555,20,3
0.40299825712089155,51,45,11,3,50,1,1,5,7,7,21,54.17222222222222,20,3
0.3015648827563043,51,45,11,3,50,1,1,2,7,7,23,60.85833333333333,20,3
0.8910997644016767,41,45,11,4,50,1,1,2,3,1,7,1.6722222222222223,20,4
0.8469436916618964,41,45,11,4,50,1,1,3,3,1,7,9.313888888888888,20,4
0.7946790878305459,41,45,11,4,50,1,1,4,3,1,7,13.08611111111111,20,4
0.7682658298547317,41,45,11,4,50,1,1,5,3,1,7,14.875,20,4
0.7620613530012345,41,45,11,4,50,1,1,6,3,1,7,15.983333333333334,20,4
0.67815091351471,41,45,11,4,50,1,1,7,3,1,7,18.724999999999998,20,4
0.6608793503431409,41,45,11,4,50,1,1,8,3,1,7,21.505555555555556,20,4
0.6272190194432035,41,45,11,4,50,1,1,9,3,1,7,26.366666666666664,20,4
0.6129551879662893,41,45,11,4,50,1,1,10,3,1,7,28.13611111111111,20,4
0.5886765733287533,41,45,11,4,50,1,1,11,3,1,7,31.88888888888889,20,4
0.5697412521061402,41,45,11,4,50,1,1,12,3,1,7,34.55277777777778,20,4
0.5132265010430083,41,45,11,4,50,1,1,13,3,1,7,39.355555555555554,20,4
0.4028025275422563,41,45,11,4,50,1,1,13,3,1,7,41.105555555555554,20,4
0.6129551879662893,51,45,11,4,50,1,1,3,7,7,23,44,20,4
0.5886765733287533,51,45,11,4,50,1,1,4,7,7,23,45.85833333333333,20,4
0.5697412521061402,51,45,11,4,50,1,1,5,7,7,23,46.53055555555555,20,4
0.5132265010430083,51,45,11,4,50,1,1,6,7,7,23,54.17222222222222,20,4
0.4028025275422563,51,45,11,4,50,1,1,6,7,7,23,57.944444444444436,20,4
0.45794591593517214,51,45,11,4,50,1,1,6,7,7,23,59.73333333333333,20,4
0.39618239480345263,51,45,11,4,50,1,1,6,7,7,23,60.85833333333333,20,4
