Y,X1,X2,X3,X4,X5,X6,X7
0.455793,1,0,9/1/2015,12/14/2015,104,1,5
0.488152,1,0,9/1/2015,12/14/2015,104,1,6
0.402084,1,0,9/1/2015,12/14/2015,104,1,12
1,0,1,1/11/2016,1/11/2016,0,2,1
1,0,1,1/11/2016,1/11/2016,0,2,2
1,0,1,1/11/2016,1/11/2016,0,2,3
1,0,1,1/11/2016,1/11/2016,0,2,4
1,0,1,1/11/2016,1/11/2016,0,2,5
1,0,1,1/11/2016,1/11/2016,0,2,6
1,0,1,1/11/2016,1/11/2016,0,2,7
1,0,1,1/11/2016,1/11/2016,0,2,8
1,0,1,1/11/2016,1/11/2016,0,2,9
1,0,1,1/11/2016,1/11/2016,0,2,10
1,0,1,1/11/2016,1/11/2016,0,2,11
1,0,1,1/11/2016,1/11/2016,0,2,12
0.91,0,1,1/11/2016,1/20/2016,7,2,1
0.3541,0,1,1/11/2016,1/20/2016,7,2,2
0.5469,0,1,1/11/2016,1/29/2016,14,2,3
0.619058,0,1,1/11/2016,1/29/2016,14,2,4
0.3296,0,1,1/11/2016,2/2/2016,21,2,6
0.83,0,1,1/11/2016,2/8/2016,28,2,7
0.75,0,1,1/11/2016,2/16/2016,35,2,9
0.445,0,1,1/11/2016,3/8/2016,56,2,1
0.2025,0,1,1/11/2016,3/8/2016,56,2,2
0.2058,0,1,1/11/2016,4/5/2016,81,2,6
0.5,0,1,1/11/2016,4/12/2016,89,2,7
0.65,0,1,1/11/2016,4/19/2016,96,2,9
0.52,0,1,1/11/2016,4/25/2016,103,2,1
0.15,0,1,1/11/2016,4/25/2016,103,2,2
0.33055,0,1,1/11/2016,4/25/2016,103,2,3
0.241015,0,1,1/11/2016,4/25/2016,103,2,4
0.16134,0,1,1/11/2016,4/25/2016,103,2,6
0.4408,0,1,1/11/2016,4/25/2016,103,2,7
0.483192,0,1,1/11/2016,4/25/2016,103,2,9
0.357155,0,1,1/11/2016,4/25/2016,103,2,12
1,1,0,1/11/2016,1/11/2016,0,2,13
1,1,0,1/11/2016,1/11/2016,0,2,14
1,1,0,1/11/2016,1/11/2016,0,2,15
1,1,0,1/11/2016,1/11/2016,0,2,16
1,1,0,1/11/2016,1/11/2016,0,2,17
1,1,0,1/11/2016,1/11/2016,0,2,18
1,1,0,1/11/2016,1/11/2016,0,2,19
1,1,0,1/11/2016,1/11/2016,0,2,20
1,1,0,1/11/2016,1/11/2016,0,2,21
1,1,0,1/11/2016,1/11/2016,0,2,22
1,1,0,1/11/2016,1/11/2016,0,2,23
1,1,0,1/11/2016,1/11/2016,0,2,24
0.8205,1,0,1/11/2016,1/20/2016,7,2,13
0.95231,1,0,1/11/2016,1/20/2016,7,2,14
0.939427,1,0,1/11/2016,1/29/2016,14,2,15
0.923533,1,0,1/11/2016,1/29/2016,14,2,16
1.0452,1,0,1/11/2016,2/2/2016,21,2,17
0.82608,1,0,1/11/2016,2/2/2016,21,2,18
0.811176,1,0,1/11/2016,2/8/2016,28,2,19
0.817031,1,0,1/11/2016,2/8/2016,28,2,20
0.861728,1,0,1/11/2016,2/16/2016,35,2,21
0.64197,1,0,1/11/2016,2/16/2016,35,2,22
0.715286,1,0,1/11/2016,3/1/2016,49,2,23
0.665222,1,0,1/11/2016,3/1/2016,49,2,24
0.7568,1,0,1/11/2016,3/8/2016,56,2,13
0.67549,1,0,1/11/2016,3/8/2016,56,2,14
0.7294,1,0,1/11/2016,4/5/2016,81,2,17
0.52155,1,0,1/11/2016,4/12/2016,81,2,18
0.4788,1,0,1/11/2016,4/12/2016,89,2,19
0.2611,1,0,1/11/2016,4/19/2016,89,2,20
0.617299,1,0,1/11/2016,4/19/2016,96,2,21
0.493172,1,0,1/11/2016,4/19/2016,96,2,22
0.7137,1,0,1/11/2016,4/25/2016,103,2,13
0.74032,1,0,1/11/2016,4/25/2016,103,2,14
0.560418,1,0,1/11/2016,4/25/2016,103,2,15
0.5011,1,0,1/11/2016,4/25/2016,103,2,16
0.5264,1,0,1/11/2016,4/25/2016,103,2,17
0.3863,1,0,1/11/2016,4/25/2016,103,2,18
0.485685,1,0,1/11/2016,4/25/2016,103,2,19
0.43732,1,0,1/11/2016,4/25/2016,103,2,20
0.46064,1,0,1/11/2016,4/25/2016,103,2,21
0.445,1,0,1/11/2016,4/25/2016,103,2,22
0.506573,1,0,1/11/2016,4/25/2016,103,2,23
0.478719,1,0,1/11/2016,4/25/2016,103,2,24
1,0,1,5/9/2016,5/9/2016,0,3,1
1,0,1,5/9/2016,5/9/2016,0,3,2
1,0,1,5/9/2016,5/9/2016,0,3,3
1,0,1,5/9/2016,5/9/2016,0,3,4
1,0,1,5/9/2016,5/9/2016,0,3,5
1,0,1,5/9/2016,5/9/2016,0,3,6
1,0,1,5/9/2016,5/9/2016,0,3,7
1,0,1,5/9/2016,5/9/2016,0,3,8
1,0,1,5/9/2016,5/9/2016,0,3,9
1,0,1,5/9/2016,5/9/2016,0,3,10
1,0,1,5/9/2016,5/9/2016,0,3,11
1,0,1,5/9/2016,5/9/2016,0,3,12
0.854903946,0,1,5/9/2016,5/16/2016,7,3,1
0.819365757,0,1,5/9/2016,5/16/2016,7,3,2
0.667914139,0,1,5/9/2016,5/23/2016,14,3,3
0.534156951,0,1,5/9/2016,5/23/2016,14,3,4
0.556373,0,1,5/9/2016,5/31/2016,22,3,5
0.526373,0,1,5/9/2016,5/31/2016,22,3,6
0.727913822,0,1,5/9/2016,6/7/2016,29,3,7
0.771840402,0,1,5/9/2016,6/7/2016,29,3,8
0.774996769,0,1,5/9/2016,6/14/2016,36,3,9
0.510635862,0,1,5/9/2016,6/14/2016,36,3,10
0.807653713,0,1,5/9/2016,6/20/2016,42,3,11
0.372905341,0,1,5/9/2016,6/20/2016,42,3,12
0.496443557,0,1,5/9/2016,7/6/2016,49,3,1
0.652006171,0,1,5/9/2016,7/6/2016,49,3,2
0.183479801,0,1,5/9/2016,7/11/2016,61,3,3
0.142043423,0,1,5/9/2016,7/11/2016,61,3,4
0.157144563,0,1,5/9/2016,7/18/2016,67,3,5
0.157144563,0,1,5/9/2016,7/18/2016,67,3,6
0.491672216,0,1,5/9/2016,7/25/2016,75,3,7
0.548653402,0,1,5/9/2016,7/25/2016,75,3,8
0.293258601,0,1,5/9/2016,8/1/2016,82,3,1
0.587679592,0,1,5/9/2016,8/1/2016,82,3,2
0.726166999,0,1,5/9/2016,8/1/2016,82,3,3
0.626025233,0,1,5/9/2016,8/1/2016,82,3,4
0.417558946,0,1,5/9/2016,8/1/2016,82,3,5
0.142138369,0,1,5/9/2016,8/1/2016,82,3,6
0.399141631,0,1,5/9/2016,8/1/2016,82,3,7
0.462615571,0,1,5/9/2016,8/1/2016,82,3,8
0.480837982,0,1,5/9/2016,8/1/2016,82,3,9
0.193878885,0,1,5/9/2016,8/1/2016,82,3,10
0.594618908,0,1,5/9/2016,8/1/2016,82,3,11
0.444137173,0,1,5/9/2016,8/1/2016,82,3,12
1,1,0,5/9/2016,5/9/2016,0,3,13
1,1,0,5/9/2016,5/9/2016,0,3,14
1,1,0,5/9/2016,5/9/2016,0,3,15
1,1,0,5/9/2016,5/9/2016,0,3,16
1,1,0,5/9/2016,5/9/2016,0,3,17
1,1,0,5/9/2016,5/9/2016,0,3,18
1,1,0,5/9/2016,5/9/2016,0,3,19
1,1,0,5/9/2016,5/9/2016,0,3,20
1,1,0,5/9/2016,5/9/2016,0,3,21
1,1,0,5/9/2016,5/9/2016,0,3,22
1,1,0,5/9/2016,5/9/2016,0,3,23
1,1,0,5/9/2016,5/9/2016,0,3,24
1.01233332,1,0,5/9/2016,5/16/2016,7,3,13
0.859459978,1,0,5/9/2016,5/16/2016,7,3,14
0.75656303,1,0,5/9/2016,5/23/2016,14,3,15
0.847523227,1,0,5/9/2016,5/23/2016,14,3,16
0.724702004,1,0,5/9/2016,5/31/2016,22,3,17
0.609985113,1,0,5/9/2016,5/31/2016,22,3,18
0.722512424,1,0,5/9/2016,6/7/2016,29,3,19
0.738517209,1,0,5/9/2016,6/7/2016,29,3,20
0.452918338,1,0,5/9/2016,6/14/2016,36,3,21
0.509223704,1,0,5/9/2016,6/14/2016,36,3,22
0.574185757,1,0,5/9/2016,6/20/2016,42,3,23
0.456474978,1,0,5/9/2016,6/20/2016,42,3,24
0.448938094,1,0,5/9/2016,7/6/2016,49,3,13
0.731437118,1,0,5/9/2016,7/6/2016,49,3,14
0.423528076,1,0,5/9/2016,7/11/2016,61,3,15
0.59029265,1,0,5/9/2016,7/11/2016,61,3,16
0.588956072,1,0,5/9/2016,7/18/2016,67,3,17
0.352198089,1,0,5/9/2016,7/18/2016,67,3,18
0.308862057,1,0,5/9/2016,7/25/2016,75,3,19
0.363083867,1,0,5/9/2016,7/25/2016,75,3,20
0.494845466,1,0,5/9/2016,8/1/2016,82,3,13
0.75840366,1,0,5/9/2016,8/1/2016,82,3,14
0.398793594,1,0,5/9/2016,8/1/2016,82,3,15
0.543643671,1,0,5/9/2016,8/1/2016,82,3,16
0.47080552,1,0,5/9/2016,8/1/2016,82,3,17
0.175836087,1,0,5/9/2016,8/1/2016,82,3,18
0.229616561,1,0,5/9/2016,8/1/2016,82,3,19
0.241340813,1,0,5/9/2016,8/1/2016,82,3,20
0.165430026,1,0,5/9/2016,8/1/2016,82,3,21
0.15653988,1,0,5/9/2016,8/1/2016,82,3,22
0.246721807,1,0,5/9/2016,8/1/2016,82,3,23
0.208595795,1,0,5/9/2016,8/1/2016,82,3,24
1,0,1,8/8/2016,8/8/2016,0,4,1
1,0,1,8/8/2016,8/8/2016,0,4,2
1,0,1,8/8/2016,8/8/2016,0,4,3
1,0,1,8/8/2016,8/8/2016,0,4,4
1,0,1,8/8/2016,8/8/2016,0,4,5
1,0,1,8/8/2016,8/8/2016,0,4,6
1,0,1,8/8/2016,8/8/2016,0,4,7
1,0,1,8/8/2016,8/8/2016,0,4,8
1,0,1,8/8/2016,8/8/2016,0,4,9
1,0,1,8/8/2016,8/8/2016,0,4,10
1,0,1,8/8/2016,8/8/2016,0,4,11
1,0,1,8/8/2016,8/8/2016,0,4,12
0.18,0,1,8/8/2016,8/15/2016,7,4,1
0.059,0,1,8/8/2016,8/15/2016,7,4,2
,0,1,8/8/2016,8/22/2016,14,4,3
0.4,0,1,8/8/2016,8/22/2016,14,4,4
,0,1,8/8/2016,8/29/2016,21,4,5
0.14,0,1,8/8/2016,8/29/2016,21,4,6
,0,1,8/8/2016,9/5/2016,28,4,7
,0,1,8/8/2016,9/5/2016,28,4,8
,0,1,8/8/2016,9/12/2016,35,4,9
,0,1,8/8/2016,9/12/2016,35,4,10
,0,1,8/8/2016,9/19/2016,42,4,11
,0,1,8/8/2016,9/19/2016,42,4,12
,0,1,8/8/2016,9/26/2016,49,4,1
,0,1,8/8/2016,9/26/2016,49,4,2
,0,1,8/8/2016,10/3/2016,56,4,3
0.16,0,1,8/8/2016,10/3/2016,56,4,4
,0,1,8/8/2016,10/10/2016,63,4,5
,0,1,8/8/2016,10/10/2016,63,4,6
,0,1,8/8/2016,10/24/2016,70,4,7
,0,1,8/8/2016,10/24/2016,70,4,8
,0,1,8/8/2016,10/31/2016,77,4,1
,0,1,8/8/2016,10/31/2016,77,4,2
,0,1,8/8/2016,10/31/2016,77,4,3
0.1,0,1,8/8/2016,10/31/2016,77,4,4
,0,1,8/8/2016,10/31/2016,77,4,5
,0,1,8/8/2016,10/31/2016,77,4,6
,0,1,8/8/2016,10/31/2016,77,4,7
,0,1,8/8/2016,10/31/2016,77,4,8
,0,1,8/8/2016,10/31/2016,77,4,9
,0,1,8/8/2016,10/31/2016,77,4,10
,0,1,8/8/2016,10/31/2016,77,4,11
,0,1,8/8/2016,10/31/2016,77,4,12
1,1,0,8/8/2016,8/8/2016,0,4,13
1,1,0,8/8/2016,8/8/2016,0,4,14
1,1,0,8/8/2016,8/8/2016,0,4,15
1,1,0,8/8/2016,8/8/2016,0,4,16
1,1,0,8/8/2016,8/8/2016,0,4,17
1,1,0,8/8/2016,8/8/2016,0,4,18
1,1,0,8/8/2016,8/8/2016,0,4,19
1,1,0,8/8/2016,8/8/2016,0,4,20
1,1,0,8/8/2016,8/8/2016,0,4,21
1,1,0,8/8/2016,8/8/2016,0,4,22
1,1,0,8/8/2016,8/8/2016,0,4,23
1,1,0,8/8/2016,8/8/2016,0,4,24
0.85,1,0,8/8/2016,8/15/2016,7,4,13
1.35,1,0,8/8/2016,8/15/2016,7,4,14
0.12,1,0,8/8/2016,8/22/2016,14,4,15
,1,0,8/8/2016,8/22/2016,14,4,16
0.72,1,0,8/8/2016,8/29/2016,21,4,17
,1,0,8/8/2016,8/29/2016,21,4,18
,1,0,8/8/2016,9/5/2016,28,4,19
0.72,1,0,8/8/2016,9/5/2016,28,4,20
0.74,1,0,8/8/2016,9/12/2016,35,4,21
0.42,1,0,8/8/2016,9/12/2016,35,4,22
0.24,1,0,8/8/2016,9/19/2016,42,4,23
0.16,1,0,8/8/2016,9/19/2016,42,4,24
0.59,1,0,8/8/2016,9/26/2016,49,4,13
0.506,1,0,8/8/2016,9/26/2016,49,4,14
,1,0,8/8/2016,10/3/2016,56,4,15
,1,0,8/8/2016,10/3/2016,56,4,16
0.59,1,0,8/8/2016,10/3/2016,56,4,17
0.3,1,0,8/8/2016,10/10/2016,63,4,20
,1,0,8/8/2016,10/24/2016,70,4,19
,1,0,8/8/2016,10/24/2016,70,4,20
0.54,1,0,8/8/2016,10/31/2016,77,4,13
0.5,1,0,8/8/2016,10/31/2016,77,4,14
,1,0,8/8/2016,10/31/2016,77,4,15
,1,0,8/8/2016,10/31/2016,77,4,16
0.58,1,0,8/8/2016,10/31/2016,77,4,17
,1,0,8/8/2016,10/31/2016,77,4,18
,1,0,8/8/2016,10/31/2016,77,4,19
0.26,1,0,8/8/2016,10/31/2016,77,4,20
0.35,1,0,8/8/2016,10/31/2016,77,4,21
0.17,1,0,8/8/2016,10/31/2016,77,4,22
0.12,1,0,8/8/2016,10/31/2016,77,4,23
,1,0,8/8/2016,10/31/2016,77,4,24
1,0,1,9/1/2016,9/1/2016,0,5,1
1,0,1,9/1/2016,9/1/2016,0,5,2
1,0,1,9/1/2016,9/1/2016,0,5,3
1,0,1,9/1/2016,9/1/2016,0,5,4
1,0,1,9/1/2016,9/1/2016,0,5,5
1,0,1,9/1/2016,9/1/2016,0,5,6
1,0,1,9/1/2016,9/1/2016,0,5,7
1,0,1,9/1/2016,9/1/2016,0,5,8
1,0,1,9/1/2016,9/1/2016,0,5,9
1,0,1,9/1/2016,9/1/2016,0,5,10
1,0,1,9/1/2016,9/1/2016,0,5,11
1,0,1,9/1/2016,9/1/2016,0,5,12
0.900739176,0,1,9/1/2016,9/6/2016,5,5,1
0.888354187,0,1,9/1/2016,9/6/2016,5,5,2
0.816425121,0,1,9/1/2016,9/12/2016,11,5,3
0.795687885,0,1,9/1/2016,9/12/2016,11,5,4
0.887860082,0,1,9/1/2016,9/19/2016,18,5,5
0.739712919,0,1,9/1/2016,9/19/2016,18,5,6
0.781609195,0,1,9/1/2016,9/26/2016,25,5,7
0.841772152,0,1,9/1/2016,9/26/2016,25,5,8
0.716582915,0,1,9/1/2016,10/3/2016,32,5,9
0.725742574,0,1,9/1/2016,10/3/2016,32,5,10
0.727717924,0,1,9/1/2016,10/10/2016,39,5,11
0.902286902,0,1,9/1/2016,10/10/2016,39,5,12
0.767687434,0,1,9/1/2016,10/17/2016,44,5,1
0.675649663,0,1,9/1/2016,10/17/2016,44,5,2
0.717874396,0,1,9/1/2016,10/24/2016,51,5,3
0.760780287,0,1,9/1/2016,10/24/2016,51,5,4
0.812757202,0,1,9/1/2016,10/31/2016,58,5,5
0.595215311,0,1,9/1/2016,10/31/2016,58,5,6
 ,0,1,9/1/2016,,,5,7
0,0,1,9/1/2016,,,5,8
0.726504752,0,1,9/1/2016,11/14/2016,74,5,1
0.630413859,0,1,9/1/2016,11/14/2016,74,5,2
0,0,1,9/1/2016,11/14/2016,74,5,3
0,0,1,9/1/2016,11/14/2016,74,5,4
0,0,1,9/1/2016,11/14/2016,74,5,5
0,0,1,9/1/2016,11/14/2016,74,5,6
0.689655172,0,1,9/1/2016,11/14/2016,74,5,7
0.793248945,0,1,9/1/2016,11/14/2016,74,5,8
0.674371859,0,1,9/1/2016,11/14/2016,74,5,9
0.683168317,0,1,9/1/2016,11/14/2016,74,5,10
0.714985309,0,1,9/1/2016,11/14/2016,74,5,11
0.877338877,0,1,9/1/2016,11/14/2016,74,5,12
1,1,0,9/1/2016,9/1/2016,0,5,13
1,1,0,9/1/2016,9/1/2016,0,5,14
1,1,0,9/1/2016,9/1/2016,0,5,15
1,1,0,9/1/2016,9/1/2016,0,5,16
1,1,0,9/1/2016,9/1/2016,0,5,17
1,1,0,9/1/2016,9/1/2016,0,5,18
1,1,0,9/1/2016,9/1/2016,0,5,19
1,1,0,9/1/2016,9/1/2016,0,5,20
1,1,0,9/1/2016,9/1/2016,0,5,21
1,1,0,9/1/2016,9/1/2016,0,5,22
1,1,0,9/1/2016,9/1/2016,0,5,23
1,1,0,9/1/2016,9/1/2016,0,5,24
0.944629014,1,0,9/1/2016,9/6/2016,5,5,13
0.892057026,1,0,9/1/2016,9/6/2016,5,5,14
0.770091556,1,0,9/1/2016,9/12/2016,11,5,15
0.832252085,1,0,9/1/2016,9/12/2016,11,5,16
0.806695464,1,0,9/1/2016,9/19/2016,18,5,17
0.926339286,1,0,9/1/2016,9/19/2016,18,5,18
#VALUE!,1,0,9/1/2016,9/26/2016,25,5,19
0.733524355,1,0,9/1/2016,9/26/2016,25,5,20
0.904950495,1,0,9/1/2016,10/3/2016,32,5,21
0.834890966,1,0,9/1/2016,10/3/2016,32,5,22
0.647628267,1,0,9/1/2016,10/10/2016,39,5,23
0.538461538,1,0,9/1/2016,10/10/2016,39,5,24
0.801771872,1,0,9/1/2016,10/17/2016,44,5,13
0.572301426,1,0,9/1/2016,10/17/2016,44,5,14
0.808748728,1,0,9/1/2016,10/24/2016,51,5,15
0.781278962,1,0,9/1/2016,10/24/2016,51,5,16
0.821814255,1,0,9/1/2016,10/31/2016,58,5,17
0.782366071,1,0,9/1/2016,10/31/2016,58,5,18
0,1,0,9/1/2016,,,5,19
0,1,0,9/1/2016,,,5,20
0.786267996,1,0,9/1/2016,11/14/2016,74,5,13
0.530549898,1,0,9/1/2016,11/14/2016,74,5,14
#VALUE!,1,0,9/1/2016,11/14/2016,74,5,15
#VALUE!,1,0,9/1/2016,11/14/2016,74,5,16
#VALUE!,1,0,9/1/2016,11/14/2016,74,5,17
#VALUE!,1,0,9/1/2016,11/14/2016,74,5,18
0.792090395,1,0,9/1/2016,11/14/2016,74,5,19
0.64851958,1,0,9/1/2016,11/14/2016,74,5,20
0.782178218,1,0,9/1/2016,11/14/2016,74,5,21
0.795430945,1,0,9/1/2016,11/14/2016,74,5,22
0.579864472,1,0,9/1/2016,11/14/2016,74,5,23
0.494371482,1,0,9/1/2016,11/14/2016,74,5,24
1,0,1,10/28/2016,10/28/2016,0,6,1
1,0,1,10/28/2016,10/28/2016,0,6,2
1,0,1,10/28/2016,10/28/2016,0,6,3
1,0,1,10/28/2016,10/28/2016,0,6,4
1,0,1,10/28/2016,10/28/2016,0,6,5
1,0,1,10/28/2016,10/28/2016,0,6,6
1,0,1,10/28/2016,10/28/2016,0,6,7
1,0,1,10/28/2016,10/28/2016,0,6,8
1,0,1,10/28/2016,10/28/2016,0,6,9
1,0,1,10/28/2016,10/28/2016,0,6,10
1,0,1,10/28/2016,10/28/2016,0,6,11
1,0,1,10/28/2016,10/28/2016,0,6,12
,0,1,10/28/2016,11/14/2016,14,6,1
,0,1,10/28/2016,11/14/2016,14,6,2
0.708,0,1,10/28/2016,11/21/2016,21,6,3
0.697,0,1,10/28/2016,11/21/2016,21,6,4
0.6426,0,1,10/28/2016,11/28/2016,28,6,5
0.625,0,1,10/28/2016,11/28/2016,28,6,6
,0,1,10/28/2016,12/5/2016,35,6,7
0.581,0,1,10/28/2016,12/5/2016,35,6,8
0.4356,0,1,10/28/2016,12/12/2016,42,6,9
0.409,0,1,10/28/2016,12/12/2016,42,6,10
0.42,0,1,10/28/2016,12/19/2016,49,6,11
0.4884,0,1,10/28/2016,12/19/2016,49,6,12
0.53624,0,1,10/28/2016,1/3/2017,63,6,1
0.54498,0,1,10/28/2016,1/3/2017,63,6,2
0.510352,0,1,10/28/2016,1/9/2017,70,6,3
0.486992,0,1,10/28/2016,1/9/2017,70,6,4
0.47901,0,1,10/28/2016,1/23/2017,77,6,5
0.44658,0,1,10/28/2016,1/23/2017,77,6,6
0,0,1,10/28/2016,,,6,7
0.41667,0,1,10/28/2016,, ,6,8
0.4865,0,1,10/28/2016,1/31/2017,84,6,1
0.489142,0,1,10/28/2016,1/31/2017,84,6,2
0.445135,0,1,10/28/2016,1/31/2017,84,6,3
0.421436,0,1,10/28/2016,1/31/2017,84,6,4
0.455328,0,1,10/28/2016,1/31/2017,84,6,5
0.447546,0,1,10/28/2016,1/31/2017,84,6,6
0,0,1,10/28/2016,1/31/2017,84,6,7
0.40475,0,1,10/28/2016,1/31/2017,84,6,8
0.342975,0,1,10/28/2016,1/31/2017,84,6,9
0.293199,0,1,10/28/2016,1/31/2017,84,6,10
0.332362,0,1,10/28/2016,1/31/2017,84,6,11
0.41205,0,1,10/28/2016,1/31/2017,84,6,12
1,1,0,10/28/2016,10/28/2016,0,6,13
1,1,0,10/28/2016,10/28/2016,0,6,14
1,1,0,10/28/2016,10/28/2016,0,6,15
1,1,0,10/28/2016,10/28/2016,0,6,16
1,1,0,10/28/2016,10/28/2016,0,6,17
1,1,0,10/28/2016,10/28/2016,0,6,18
1,1,0,10/28/2016,10/28/2016,0,6,19
1,1,0,10/28/2016,10/28/2016,0,6,20
1,1,0,10/28/2016,10/28/2016,0,6,21
1,1,0,10/28/2016,10/28/2016,0,6,22
1,1,0,10/28/2016,10/28/2016,0,6,23
1,1,0,10/28/2016,10/28/2016,0,6,24
,1,0,10/28/2016,11/14/2016,14,6,13
,1,0,10/28/2016,11/14/2016,14,6,14
0.749525,1,0,10/28/2016,11/21/2016,21,6,15
0.797143,1,0,10/28/2016,11/21/2016,21,6,16
0.687204,1,0,10/28/2016,11/28/2016,28,6,17
0.611954,1,0,10/28/2016,11/28/2016,28,6,18
0.59697,1,0,10/28/2016,12/5/2016,35,6,19
0.52717,1,0,10/28/2016,12/5/2016,35,6,20
0.6,1,0,10/28/2016,12/12/2016,42,6,21
0.552332,1,0,10/28/2016,12/12/2016,42,6,22
0.776103,1,0,10/28/2016,12/19/2016,49,6,23
0.755238,1,0,10/28/2016,12/19/2016,49,6,24
0.517143,1,0,10/28/2016,1/3/2017,63,6,13
0.6028,1,0,10/28/2016,1/3/2017,63,6,14
0.488152,1,0,10/28/2016,1/9/2017,70,6,15
0.422201,1,0,10/28/2016,1/9/2017,70,6,16
0.411314,1,0,10/28/2016,1/23/2017,77,6,17
0.412256,1,0,10/28/2016,1/23/2017,77,6,18
 ,1,0,10/28/2016,,,6,19
 ,1,0,10/28/2016,, ,6,20
0.724435,1,0,10/28/2016,1/31/2017,84,6,13
0.709524,1,0,10/28/2016,1/31/2017,84,6,14
0.474286,1,0,10/28/2016,1/31/2017,84,6,15
0.4666,1,0,10/28/2016,1/31/2017,84,6,16
0.458768,1,0,10/28/2016,1/31/2017,84,6,17
0.368121,1,0,10/28/2016,1/31/2017,84,6,18
0.428571,1,0,10/28/2016,1/31/2017,84,6,19
0.432683,1,0,10/28/2016,1/31/2017,84,6,20
0.451515,1,0,10/28/2016,1/31/2017,84,6,21
0.396765,1,0,10/28/2016,1/31/2017,84,6,22
0.47546,1,0,10/28/2016,1/31/2017,84,6,23
0.421762,1,0,10/28/2016,1/31/2017,84,6,24
1,0,1,12/5/2016,12/5/2016,0,7,1
1,0,1,12/5/2016,12/5/2016,0,7,2
1,0,1,12/5/2016,12/5/2016,0,7,3
1,0,1,12/5/2016,12/5/2016,0,7,4
1,0,1,12/5/2016,12/5/2016,0,7,5
1,0,1,12/5/2016,12/5/2016,0,7,6
1,0,1,12/5/2016,12/5/2016,0,7,7
1,0,1,12/5/2016,12/5/2016,0,7,8
1,0,1,12/5/2016,12/5/2016,0,7,9
1,0,1,12/5/2016,12/5/2016,0,7,10
1,0,1,12/5/2016,12/5/2016,0,7,11
